Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Isomorphism in model tools and editors","George Edwards; Yuriy Brun; Nenad Medvidovic","Blue Cell Software, Los Angeles, CA, USA; University of Washington, Seattle, USA; University of Southern California, Los Angeles, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","460","463","Domain-specific languages (DSLs) are modeling languages that are customized for a specific context or project. DSLs allow for fast and precise modeling because the language features and constructs can be precisely tailored based on the needs of the modeling effort. There exist highly customizable model-editing tools that can be easily configured to support DSLs defined by end-users (e.g., system architects, engineers, and analysts). However, to leverage models created using these tools for automated analysis, simulation, and code generation, end-users must build custom analysis tools and code generators. In contrast to model editors, the implementation and maintenance of these analysis and code generation tools can be tedious and hampers the utility of DSLs. In this paper, we posit that analysis and code generation tools for DSLs are, in fact, isomorphic to model editing tools. The implication of this insight is that model editors, analysis tools, and code generators can be treated as analogs conceptually and architecturally, and highly customizable analysis and code generation tools for DSLs can be built using the same approach that has already proven successful for the construction of DSL model editors.","","","10.1109/ASE.2011.6100099","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100099","","","","","","0","54","","","","","",""
"Analyzing temporal API usage patterns","Gias Uddin; Barthelemy Dagenais; Martin P. Robillard","School of Computer Science, McGill University, Montréal, QC Canada; School of Computer Science, McGill University, Montréal, QC Canada; School of Computer Science, McGill University, Montréal, QC Canada","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","456","459","Software reuse through Application Programming Interfaces (APIs) is an integral part of software development. As developers write client programs, their understanding and usage of APIs change over time. Can we learn from long-term changes in how developers work with APIs in the lifetime of a client program? We propose Temporal API Usage Mining to detect significant changes in API usage. We describe a framework to extract detailed models representing addition and removal of calls to API methods over the change history of a client program. We apply machine learning technique to these models to semi-automatically infer temporal API usage patterns, i.e., coherent addition of API calls at different phases in the life-cycle of the client program.","","","10.1109/ASE.2011.6100098","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100098","","","","","","8","160","","","","","",""
"History slicing","Francisco Servant; James A. Jones","Department of Informatics, University of California, Irvine, U.S.A. 92697-3440; Department of Informatics, University of California, Irvine, U.S.A. 92697-3440","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","452","455","To perform a number of tasks such as inferring design rationale from past code changes or assessing developer expertise for a software feature or bug, the evolution of a set of lines of code can be assessed by mining software histories. However, determining the evolution of a set of lines of code is a manual and time consuming process. This paper presents a model of this process and an approach for automating it. We call this process History Slicing. We describe the process and options for generating a graph that links every line of code with its corresponding previous revision through the history of the software project. We then explain the method and options for utilizing this graph to determine the exact revisions that contain changes for the lines of interest and their exact position in each revision. Finally, we present some preliminary results which show initial evidence that our automated technique can be several orders of magnitude faster than the manual approach and require that developers examine up to two orders of magnitude less code in extracting such histories.","","","10.1109/ASE.2011.6100097","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100097","","Software testing and debugging","","","","8","88","","","","","",""
"Automating analysis of qualitative preferences in goal-oriented requirements engineering","Zachary J. Oster; Ganesh Ram Santhanam; Samik Basu","Department of Computer Science, Iowa State University, Ames, 50011, USA; Department of Computer Science, Iowa State University, Ames, 50011, USA; Department of Computer Science, Iowa State University, Ames, 50011, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","448","451","In goal-oriented requirements engineering, a goal model graphically represents relationships between the required goals (functional requirements), tasks (realizations of goals), and optional goals (non-functional properties) involved in designing a system. It may, however, be impossible to find a design that fulfills all required goals and all optional goals. In such cases, it is useful to find designs that provide the required functionality while satisfying the most preferred set of optional goals under the goal model's constraints. We present an approach that considers expressive qualitative preferences over optional goals, as these can model interacting and/or mutually exclusive subgoals. Our framework employs a model checking-based method for reasoning with qualitative preferences to identify the most preferred alternative(s). We evaluate our approach using existing goal models from the literature.","","","10.1109/ASE.2011.6100096","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100096","","","","","","2","103","","","","","",""
"Do software engineers benefit from source code navigation with traceability? -- An experiment in software change management","Patrick Mader; Alexander Egyed","Institute for Systems Engineering and Automation (SEA), Johannes Kepler University, Linz, Austria; Institute for Systems Engineering and Automation (SEA), Johannes Kepler University, Linz, Austria","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","444","447","For decades now, mainstream development environments provide the same basic automations for navigating source code: mainly searching and the tree exploration of files and folders. This may imply that other automations have little additional value or too steep a learning curve for mainstream adoption. This paper investigates whether source code navigation enriched with traceability benefit basic maintenance tasks such as changing features and fixing bugs in code. To test this, we conducted a controlled experiment with 52 subjects performing real maintenance tasks on two third-party development projects: all with the same navigation tool but half of the tasks with and the other half without traceability navigation. We found that the existence of traceability profoundly affected the quality of the change tasks and fundamentally changed how software engineers navigated through source code. We show that software engineers benefit instantly from traceability, without training, which is to show that the current automations available to software engineers are by no means sufficient or the only easy ones to use.","","","10.1109/ASE.2011.6100095","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100095","","","","","","4","145","","","","","",""
"Stateful testing: Finding more errors in code and contracts","Yi Wei; Hannes Roth; Carlo A. Furia; Yu Pei; Alexander Horton; Michael Steindorfer; Martin Nordio; Bertrand Meyer","Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","440","443","Automated random testing has shown to be an effective approach to finding faults but still faces a major unsolved issue: how to generate test inputs diverse enough to find many faults and find them quickly. Stateful testing, the automated testing technique introduced in this article, generates new test cases that improve an existing test suite. The generated test cases are designed to violate the dynamically inferred contracts (invariants) characterizing the existing test suite. As a consequence, they are in a good position to detect new faults, and also to improve the accuracy of the inferred contracts by discovering those that are unsound. Experiments on 13 data structure classes totalling over 28,000 lines of code demonstrate the effectiveness of stateful testing in improving over the results of long sessions of random testing: stateful testing found 68.4% new faults and improved the accuracy of automatically inferred contracts to over 99%, with just a 7% time overhead.","","","10.1109/ASE.2011.6100094","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100094","","Software testing and debugging","","","","4","69","","","","","",""
"Automatic generation of load tests","Pingyu Zhang; Sebastian Elbaum; Matthew B. Dwyer","University of Nebraska - Lincoln, USA; University of Nebraska - Lincoln, USA; University of Nebraska - Lincoln, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","43","52","Load tests aim to validate whether system performance is acceptable under peak conditions. Existing test generation techniques induce load by increasing the size or rate of the input. Ignoring the particular input values, however, may lead to test suites that grossly mischaracterize a system's performance. To address this limitation we introduce a mixed symbolic execution based approach that is unique in how it 1) favors program paths associated with a performance measure of interest, 2) operates in an iterative-deepening beam-search fashion to discard paths that are unlikely to lead to high-load tests, and 3) generates a test suite of a given size and level of diversity. An assessment of the approach shows it generates test suites that induce program response times and memory consumption several times worse than the compared alternatives, it scales to large and complex inputs, and it exposes a diversity of resource consuming program behavior.","","","10.1109/ASE.2011.6100093","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100093","","Software testing and debugging","","","","22","291","","","","","",""
"Combining search-based and constraint-based testing","Jan Malburg; Gordon Fraser","Saarland University - Computer Science, Saarbrücken, Germany; Saarland University - Computer Science, Saarbrücken, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","436","439","Many modern automated test generators are based on either meta-heuristic search techniques or use constraint solvers. Both approaches have their advantages, but they also have specific drawbacks: Search-based methods get stuck in local optima and degrade when the search landscape offers no guidance; constraint-based approaches, on the other hand, can only handle certain domains efficiently. In this paper we describe a method that integrates both techniques and delivers the best of both worlds. On a high-level view, our method uses a genetic algorithm to generate tests, but the twist is that during evolution a constraint solver is used to ensure that mutated offspring efficiently explores different control flow. Experiments on 20 case study examples show that on average the combination improves branch coverage by 28% over search-based techniques and by 13% over constraint-based techniques.","","","10.1109/ASE.2011.6100092","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100092","","Software testing and debugging","","","","21","232","","","","","",""
"Finding the merits and drawbacks of software resources from comments","Changsheng Liu; Yanzhen Zou; Sibo Cai; Bing Xie; Hong Mei","Software Institute, School of Electronics Engineering and Computer Science, Peking University, China; Software Institute, School of Electronics Engineering and Computer Science, Peking University, China; Software Institute, School of Electronics Engineering and Computer Science, Peking University, China; Software Institute, School of Electronics Engineering and Computer Science, Peking University, China; Software Institute, School of Electronics Engineering and Computer Science, Peking University, China","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","432","435","In order to reuse software resources efficiently, developers need necessary quality guarantee on software resources. However, our investigation proved that most software resources on the Internet did not provide enough quality descriptions. In this paper, we propose an approach to help developers judge a software resource's quality based on comments. In our approach, the software resources' comments on the Internet are automatically collected, the sentiment polarity (positive or negative) of a comment is identified and the quality aspects which the comment talks about are extracted. As a result, the merits and drawbacks of software resources are drew out which could help developers judge a software resource's quality in the process of software resource selection and reuse. To evaluate our approach, we applied our method to a group of open source software and the results showed that our method achieved satisfying precision in merits and drawbacks finding.","","","10.1109/ASE.2011.6100091","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100091","","","","","","3","104","","","","","",""
"Using model checking to analyze static properties of declarative models","Amirhossein Vakili; Nancy A. Day","Cheriton School of Computer Science, University of Waterloo, Ontario, Canada, N2L 3G1; Cheriton School of Computer Science, University of Waterloo, Ontario, Canada, N2L 3G1","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","428","431","We show how static properties of declarative models can be efficiently analyzed in a symbolic model checker; in particular, we use Cadence SMV to analyze Alloy models by translating Alloy to SMV. The computational paths of the SMV models represent interpretations of the Alloy models. The produced SMV model satisfies its LTL specifications if and only if the original Alloy model is inconsistent with respect to its finite scopes; counterexamples produced by the model checker are valid instances of the Alloy model. Our experiments show that the translation of many frequently used constructs of Alloy to SMV results in optimized models such that their analysis in SMV is much faster than in the Alloy Analyzer. Model checking is faster than SAT solving for static problems when an interpretation can be eliminated by early decisions in the model checking search.","","","10.1109/ASE.2011.6100090","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100090","","Logic","","","","2","53","","","","","",""
"Slicing feature models","Mathieu Acher; Philippe Collet; Philippe Lahire; Robert B. France","I3S - CNRS UMR 6070, Université Nice Sophia Antipolis, France; I3S - CNRS UMR 6070, Université Nice Sophia Antipolis, France; I3S - CNRS UMR 6070, Université Nice Sophia Antipolis, France; Computer Science Department, Colorado State University, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","424","427","Feature models (FMs) are a popular formalism for describing the commonality and variability of software product lines (SPLs) in terms of features. As SPL development increasingly involves numerous large FMs, scalable modular techniques are required to manage their complexity. In this paper, we present a novel slicing technique that produces a projection of an FM, including constraints. The slicing allows SPL practitioners to find semantically meaningful decompositions of FMs and has been integrated into the FAMILIAR language.","","","10.1109/ASE.2011.6100089","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100089","","","","","","20","159","","","","","",""
"Proximity based weighting of test cases to improve spectrum based fault localization","Aritra Bandyopadhyay; Sudipto Ghosh","Department of Computer Science, Colorado State University, Fort Collins, USA; Department of Computer Science, Colorado State University, Fort Collins, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","420","423","Spectrum based fault localization techniques such as Tarantula and Ochiai calculate the suspiciousness score of a program statement using the number of failing and passing test cases that execute the statement. These techniques implicitly assume that all test cases are equally important. However, research on test case generation and selection techniques has shown that using certain test cases can lead to more effective fault localization than others. In this paper, we present an approach to improve the effectiveness of spectrum based fault localization by incorporating the relative importance of different test cases in the calculation of suspiciousness scores.","","","10.1109/ASE.2011.6100088","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100088","","Software testing and debugging","","","","3","78","","","","","",""
"Observations on the connectedness between requirements-to-code traces and calling relationships for trace validation","Achraf Ghabi; Alexander Egyed","Johannes Kepler University, 4040 Linz, Austria; Johannes Kepler University, 4040 Linz, Austria","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","416","419","Traces between requirements and code reveal where requirements are implemented. Such traces are essential for code understanding and change management. Unfortunately, the handling of traces is highly error prone, in part due to the informal nature of requirements. This paper discusses observations on the connectedness between requirements-to-code traces and calling relationships within the source code. These observations are based on the empirical evaluation of four case study systems covering 150 KLOC and 59 sample requirements. We found that certain patterns of connectedness have high or low likelihoods of occurring. These patterns can thus be used to confirm or reject existing traceability - hence they are useful for validating requirements-to-code traces.","","","10.1109/ASE.2011.6100087","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100087","","","","","","1","87","","","","","",""
"AutoODC: Automated generation of Orthogonal Defect Classifications","LiGuo Huang; Vincent Ng; Isaac Persing; Ruili Geng; Xu Bai; Jeff Tian","Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA; Human Language Technology Research Institute, University of Texas at Dallas, USA; Human Language Technology Research Institute, University of Texas at Dallas, USA; Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA; Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA; Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","412","415","Orthogonal Defect Classification (ODC), the most influential framework for software defect classification and analysis, provides valuable in-process feedback to system development and maintenance. Conducting ODC classification on existing organizational defect reports is human intensive and requires experts' knowledge of both ODC and system domains. This paper presents AutoODC, an approach and tool for automating ODC classification by casting it as a supervised text classification problem. Rather than merely apply the standard machine learning framework to this task, we seek to acquire a better ODC classification system by integrating experts' ODC experience and domain knowledge into the learning process via proposing a novel Relevance Annotation Framework. We evaluated AutoODC on an industrial defect report from the social network domain. AutoODC is a promising approach: not only does it leverage minimal human effort beyond the human annotations typically required by standard machine learning approaches, but it achieves an overall accuracy of 80.2% when using manual classifications as a basis of comparison.","","","10.1109/ASE.2011.6100086","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100086","","Classification and regression trees","","","","5","104","","","","","",""
"Mining test oracles of web search engines","Wujie Zheng; Hao Ma; Michael R. Lyu; Tao Xie; Irwin King","Computer Science and Engineering, The Chinese University of Hong Kong, China; Internet Services Research Center (ISRC), Microsoft Research, Redmond, USA; Computer Science and Engineering, The Chinese University of Hong Kong, China; Department of Computer Science, North Carolina State University, USA; Computer Science and Engineering, The Chinese University of Hong Kong, China","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","408","411","Web search engines have major impact in people's everyday life. It is of great importance to test the retrieval effectiveness of search engines. However, it is labor-intensive to judge the relevance of search results for a large number of queries, and these relevance judgments may not be reusable since the Web data change all the time. In this work, we propose to mine test oracles of Web search engines from existing search results. The main idea is to mine implicit relationships between queries and search results, e.g., some queries may have fixed top 1 result while some may not, and some Web domains may appear together in top 10 results. We define a set of items of queries and search results, and mine frequent association rules between these items as test oracles. Experiments on major search engines show that our approach mines many high-confidence rules that help understand search engines and detect suspicious search results.","","","10.1109/ASE.2011.6100085","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100085","","Data mining","","","","3","79","","","","","",""
"Towards dynamic backward slicing of model transformations","Zoltan Ujhelyi; Akos Horvath; Daniel Varro","Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Hungary","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","404","407","Model transformations are frequently used means for automating software development in various domains to improve quality and reduce production costs. Debugging of model transformations often necessitates identifying parts of the transformation program and the transformed models that have causal dependence on a selected statement. In traditional programming environments, program slicing techniques are widely used to calculate control and data dependencies between the statements of the program. Here we introduce program slicing for model transformations where the main challenge is to simultaneously assess data and control dependencies over the transformation program and the underlying models of the transformation. In this paper, we present a dynamic backward slicing approach for both model transformation programs and their transformed models based on automatically generated execution trace models of transformations.","","","10.1109/ASE.2011.6100084","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100084","","Software testing and debugging","","","","1","63","","","","","",""
"Evaluating test selection strategies for end-user specified flow-based applications","Kristina Winbladh; Anand Ranganathan","Department of Electrical and Computer Engineering, University of Delaware, Newark, USA; IBM TJ Watson Research Center, Hawthorne, NY, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","400","403","An emerging class of end-user programming is the assembly of flow-based applications from a set of reusable components. Testing has become a major challenge, as a very large number of flows can be assembled from a set of components with the expectation of functioning correctly. Faults in assembled flows can create dissatisfaction among users and thereby potentially undermine this end-user programming paradigm We approach this problem as a flow-selection problem, and are interested in ways of testing a subset of flows that provide a high likelihood of revealing faults. We describe a number of flow-selection strategies, which run in the context of a flow pattern, a specification mechanism that constrains the space of assemble-able flows. We evaluate the different strategies on real-world flow patterns in terms of efficiency, i.e., the reduction of flows to test, and effectiveness, measuring of how well the strategies can catch faults.","","","10.1109/ASE.2011.6100083","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100083","","Software testing and debugging","","","","0","61","","","","","",""
"Automated web application testing using search based software engineering","Nadia Alshahwan; Mark Harman","CREST Centre, University College London, UK; CREST Centre, University College London, UK","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","3","12","This paper introduces three related algorithms and a tool, SWAT, for automated web application testing using Search Based Software Testing (SBST). The algorithms significantly enhance the efficiency and effectiveness of traditional search based techniques exploiting both static and dynamic analysis. The combined approach yields a 54% increase in branch coverage and a 30% reduction in test effort. Each improvement is separately evaluated in an empirical study on 6 real world web applications.","","","10.1109/ASE.2011.6100082","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100082","","Software testing and debugging","","","","23","774","","","","","",""
"Taming changes With 1.x-Way architecture-implementation mapping","Yongjie Zheng; Richard N. Taylor","Institute for Software Research, University of California, Irvine, 92697, USA; Institute for Software Research, University of California, Irvine, 92697, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","396","399","A new approach is presented to maintain the conformance between software architecture and code in the presence of changes to both artifacts. Its novel features include suppression of mistaken changes of architecture-prescribed code, explicit recording of architecture changes, and automatic mapping of specific kinds of architecture changes to code in specific ways. In particular, a new code separation mechanism is presented to decouple architecture-prescribed code from user-defined details. It is supported by three important technologies developed in this study to manage architecture changes, including an architecture change model, architecture-based code regeneration, and architecture change notification. The approach is implemented and integrated in ArchStudio, an Eclipse-based architecture development environment.","","","10.1109/ASE.2011.6100081","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100081","","","","","","0","67","","","","","",""
"Code-based automated program fixing","Yu Pei; Yi Wei; Carlo A. Furia; Martin Nordio; Bertrand Meyer","Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland; Software Engineering, ETH Zurich, Switzerland","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","392","395","Initial research in automated program fixing has generally limited itself to specific areas, such as data structure classes with carefully designed interfaces, and relied on simple approaches. To provide high-quality fix suggestions in a broad area of applicability, the present work relies on the presence of contracts in the code, and on the availability of static and dynamic analyses to gather evidence on the values taken by expressions derived from the code. The ideas have been built into the AutoFix-E2 automatic fix generator. Applications of AutoFix-E2 to general-purpose software, such as a library to manipulate documents, show that the approach provides an improvement over previous techniques, in particular purely model-based approaches.","","","10.1109/ASE.2011.6100080","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100080","","Software testing and debugging","","","","12","163","","","","","",""
"Optimizing the automatic test generation by SAT and SMT solving for Boolean expressions","Paolo Arcaini; Angelo Gargantini; Elvinia Riccobene","Dip. di Tecnologie dell'Informazione - Università degli Studi di Milano, Italy; Dip. di Ing. dell'Informazione e Metodi Matematici - Università di Bergamo, Italy; Dip. di Tecnologie dell'Informazione - Università degli Studi di Milano, Italy","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","388","391","Recent advances in propositional satisfiability (SAT) and Satisfiability Modulo Theories (SMT) solvers are increasingly rendering SAT and SMT-based automatic test generation an attractive alternative to traditional algorithmic test generation methods. The use of SAT/SMT solvers is particularly appealing when testing Boolean expressions: These tools are able to deal with constraints over the models, generate compact test suites, and they support fault-based test generation methods. However, these solvers normally require more time and greater amount of memory than classical test generation algorithms, limiting their applicability. In this paper we propose several ways to optimize the process of test generation and we compare several SAT/SMT solvers and propositional transformation rules. These optimizations promise to make SAT/SMT-based techniques as efficient as standard methods for testing purposes, especially when dealing with Boolean expressions, as proved by our experiments.","","","10.1109/ASE.2011.6100079","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100079","","Software testing and debugging","","","","1","88","","","","","",""
"Mendel: Source code recommendation based on a genetic metaphor","Angela Lozano; Andy Kellens; Kim Mens","Université catholique de Louvain, Belgium; Vrije Universiteit Brussel, Belgium; Université catholique de Louvain, Belgium","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","384","387","When evolving software systems, developers spend a considerable amount of time understanding existing source code. To successfully implement new or alter existing behavior, developers need to answer questions such as: Which types and methods can I use to solve this task? or Should my implementation follow particular naming or structural conventions?. In this paper we present Mendel, a source code recommendation tool that aids developers in answering such questions. Based on the entity the developer currently browses, the tool employs a genetics-inspired metaphor to analyze source-code entities related to the current working context and provides its user with a number of recommended properties (naming conventions, used types, invoked messages, etc.) that the source code entity currently being worked on should exhibit. An initial validation of Mendel seems to confirm the potential of our approach.","","","10.1109/ASE.2011.6100078","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100078","","","","","","5","91","","","","","",""
"Coverage rewarded: Test input generation via adaptation-based programming","Alex Groce","School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","380","383","This paper introduces a new approach to test input generation, based on reinforcement learning via easy to use adaptation-based programming. In this approach, a test harness can be written with little more effort than is involved in naïve random testing. The harness will simply map choices made by the adaptation-based programming (ABP) library, rather than pseudo-random numbers, into operations and parameters. Realistic experimental evaluation over three important fine-grained coverage measures (path, shape, and predicate coverage) shows that ABP-based testing is typically competitive with, and sometimes superior to, other effective methods for testing container classes, including random testing and shape-based abstraction.","","","10.1109/ASE.2011.6100077","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100077","","Software testing and debugging","","","","3","74","","","","","",""
"Querying source code with natural language","Markus Kimmig; Martin Monperrus; Mira Mezini","Technische Universität Darmstadt, Germany; University of Lille, Germany; Technische Universität Darmstadt, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","376","379","One common task of developing or maintaining software is searching the source code for information like specific method calls or write accesses to certain fields. This kind of information is required to correctly implement new features and to solve bugs. This paper presents an approach for querying source code with natural language.","","","10.1109/ASE.2011.6100076","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100076","","Platform power issues","","","","11","141","","","","","",""
"Detection of feature interactions using feature-aware verification","Sven Apel; Hendrik Speidel; Philipp Wendler; Alexander von Rhein; Dirk Beyer","University of Passau, Germany; University of Passau, Germany; University of Passau, Germany; University of Passau, Germany; University of Passau, Germany","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","372","375","A software product line is a set of software products that are distinguished in terms of features (i.e., end-user-visible units of behavior). Feature interactions-- situations in which the combination of features leads to emergent and possibly critical behavior --are a major source of failures in software product lines. We explore how feature-aware verification can improve the automatic detection of feature interactions in software product lines. Feature-aware verification uses product-line-verification techniques and supports the specification of feature properties along with the features in separate and composable units. It integrates the technique of variability encoding to verify a product line without generating and checking a possibly exponential number of feature combinations. We developed the tool suite SPLVERIFIER for feature-aware verification, which is based on standard model-checking technology. We applied it to an e-mail system that incorporates domain knowledge of AT&T. We found that feature interactions can be detected automatically based on specifications that have only local knowledge.","","","10.1109/ASE.2011.6100075","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100075","","Program verification","","","","57","224","","","","","",""
"Ecological inference in empirical software engineering","Daryl Posnett; Vladimir Filkov; Premkumar Devanbu","Department of Computer Science, University of California, Davis, USA; Department of Computer Science, University of California, Davis, USA; Department of Computer Science, University of California, Davis, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","362","371","Software systems are decomposed hierarchically, for example, into modules, packages and files. This hierarchical decomposition has a profound influence on evolvability, maintainability and work assignment. Hierarchical decomposition is thus clearly of central concern for empirical software engineering researchers; but it also poses a quandary. At what level do we study phenomena, such as quality, distribution, collaboration and productivity? At the level of files? packages? or modules? How does the level of study affect the truth, meaning, and relevance of the findings? In other fields it has been found that choosing the wrong level might lead to misleading or fallacious results. Choosing a proper level, for study, is thus vitally important for empirical software engineering research; but this issue hasn't thus far been explicitly investigated. We describe the related idea of ecological inference and ecological fallacy from sociology and epidemiology, and explore its relevance to empirical software engineering; we also present some case studies, using defect and process data from 18 open source projects to illustrate the risks of modeling at an aggregation level in the context of defect prediction, as well as in hypothesis testing.","","","10.1109/ASE.2011.6100074","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100074","","","","","","31","294","","","","","",""
"Capacity planning for event-based systems using automated performance predictions","Christoph Rathfelder; Samuel Kounev; David Evans","FZI Research Center for Information Technology, Karlsruhe, Germany; Karlsruhe Institute of Technology, Germany; University of Cambridge, UK","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","352","361","Event-based communication is used in different domains including telecommunications, transportation, and business information systems to build scalable distributed systems. The loose coupling of components in such systems makes it easy to vary the deployment. At the same time, the complexity to estimate the behavior and performance of the whole system is increased, which complicates capacity planning. In this paper, we present an automated performance prediction method supporting capacity planning for event-based systems. The performance prediction is based on an extended version of the Palladio Component Model - a performance meta-model for component-based systems. We apply this method on a real-world case study of a traffic monitoring system. In addition to the application of our performance prediction techniques for capacity planning, we evaluate the prediction results against measurements in the context of the case study. The results demonstrate the practicality and effectiveness of the proposed approach.","","","10.1109/ASE.2011.6100073","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100073","","Distributed systems organizing principles","","","","3","122","","","","","",""
